publishedAt,title,description,content,url,source,text,sentiment_label,sentiment_score,confidence
2025-10-29 14:46:21+00:00,Nvidia Becomes the First Company to Hit $5 Trillion Market Cap,The company hit a historic record just 4 months after the last one.,"Nvidia just became the first company in the world to be worth $5 trillion, just four months after it made history by hitting a $4 trillion market capitalization.
The company owed that last bump to a… [+2780 chars]",https://gizmodo.com/nvidia-becomes-the-first-company-to-hit-5-trillion-market-cap-2000678694,"{'id': None, 'name': 'Gizmodo.com'}",Nvidia Becomes the First Company to Hit $5 Trillion Market Cap. The company hit a historic record just 4 months after the last one.,positive,1,0.7577767372131348
2025-10-29 14:26:00+00:00,Nvidia Becomes World's First $5 Trillion Company,Nvidia became the world's first $5 trillion company on Wednesday after its stock climbed 5% in early Wall Street trading to push its market capitalization to $5.13 trillion. The Silicon Valley chipmaker reached the milestone three months after hitting $4 tril…,Nvidia became the world's first $5 trillion company on Wednesday after its stock climbed 5% in early Wall Street trading to push its market capitalization to $5.13 trillion. The Silicon Valley chipma… [+755 chars],https://news.slashdot.org/story/25/10/29/1426231/nvidia-becomes-worlds-first-5-trillion-company,"{'id': None, 'name': 'Slashdot.org'}",Nvidia Becomes World's First $5 Trillion Company. Nvidia became the world's first $5 trillion company on Wednesday after its stock climbed 5% in early Wall Street trading to push its market capitalization to $5.13 trillion. The Silicon Valley chipmaker reached the milestone three months after hitting $4 tril…,positive,1,0.9055830836296082
2025-10-28 22:10:47+00:00,Nvidia Bets the Future on a Robot Workforce,"From surgical robots to humanoid robot fleets for household chores, here's what Nvidia announced about its robots at GTC.","Nvidia is betting on an AI-driven robot workforce to shape the future of the country.
“It is very likely that you might know robots, and my friend Elon is also working on this, [are] likely going to… [+5740 chars]",https://gizmodo.com/nvidia-bets-the-future-on-a-robot-workforce-2000677996,"{'id': None, 'name': 'Gizmodo.com'}","Nvidia Bets the Future on a Robot Workforce. From surgical robots to humanoid robot fleets for household chores, here's what Nvidia announced about its robots at GTC.",neutral,0,0.9175214767456055
2025-10-28 20:01:42+00:00,"Nvidia's $1B Nokia deal signals AI shift, market expert says","<body><p>STORY: Nvidia will acquire a 2.9% stake in Nokia for $1 billion, the Finnish telecom equipment maker said on Tuesday, as shares hit a near decade...","Oops, something went wrong",https://finance.yahoo.com/video/nvidias-1b-nokia-deal-signals-200142632.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Nvidia's $1B Nokia deal signals AI shift, market expert says. <body><p>STORY: Nvidia will acquire a 2.9% stake in Nokia for $1 billion, the Finnish telecom equipment maker said on Tuesday, as shares hit a near decade...",positive,1,0.7498636245727539
2025-10-28 18:45:08+00:00,"Nvidia and Uber Say They’re Building a 100,000-Vehicle Robotaxi Network","The vehicles would be fully self-driving, without the need for human intervention.","Uber and Nvidia are partnering to build a fleet of 100,000 robotaxis. “This is going to be a new computing platform for us, and I’m expecting it to be quite successful,” CEO Jensen Huang said at Nvid… [+3154 chars]",https://gizmodo.com/nvidia-and-uber-say-theyre-building-a-100000-vehicle-robotaxi-network-2000677945,"{'id': None, 'name': 'Gizmodo.com'}","Nvidia and Uber Say They’re Building a 100,000-Vehicle Robotaxi Network. The vehicles would be fully self-driving, without the need for human intervention.",neutral,0,0.8859736919403076
2025-10-28 15:01:33+00:00,Apple just joined Nvidia and Microsoft in the $4 trillion club,Apple has joined one of the most exclusive clubs in business after its stock hit a record high on the back of strong iPhone 17 sales and AI buzz.,"Apple just secured a $4 trillion market capitalization for the first time, becoming only the third public company ever to be worth that much, after Nvidia and Microsoft.
The tech titan's stock price… [+1270 chars]",https://markets.businessinsider.com/news/stocks/apple-stock-price-market-cap-iphone-17-nvidia-microsoft-ai-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",Apple just joined Nvidia and Microsoft in the $4 trillion club. Apple has joined one of the most exclusive clubs in business after its stock hit a record high on the back of strong iPhone 17 sales and AI buzz.,positive,1,0.6082203388214111
2025-10-27 22:50:00+00:00,Qualcomm Announces AI Chips To Compete With AMD and Nvidia,"Qualcomm has entered the AI data center chip race with its new AI200 and AI250 accelerators, directly challenging Nvidia and AMD's dominance by promising lower power costs and high memory capacity. CNBC reports: The AI chips are a shift from Qualcomm, which h…","The AI chips are a shift from Qualcomm, which has thus far focused on semiconductors for wireless connectivity and mobile devices, not massive data centers. Qualcomm said that both the AI200, which w… [+773 chars]",https://hardware.slashdot.org/story/25/10/27/2030204/qualcomm-announces-ai-chips-to-compete-with-amd-and-nvidia,"{'id': None, 'name': 'Slashdot.org'}","Qualcomm Announces AI Chips To Compete With AMD and Nvidia. Qualcomm has entered the AI data center chip race with its new AI200 and AI250 accelerators, directly challenging Nvidia and AMD's dominance by promising lower power costs and high memory capacity. CNBC reports: The AI chips are a shift from Qualcomm, which h…",positive,1,0.9045323729515076
2025-10-27 15:36:24+00:00,Investors are cheering Qualcomm's new chip that will rival Nvidia's AI tech,Qualcomm's announcement of new AI-enabling chips will allow it to go toe-to-toe with powerhouses like Nvidia and AMD.,"The move: Qualcomm stock surged Monday, rising 22% to a high of $205.55. The stock is up 23% year-to-date. 
Why: Qualcomm announced that it will roll out a new line of products built for the AI data… [+1971 chars]",https://www.businessinsider.com/qualcomm-stock-price-ai-chip-semiconductor-data-center-nvidia-amd-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",Investors are cheering Qualcomm's new chip that will rival Nvidia's AI tech. Qualcomm's announcement of new AI-enabling chips will allow it to go toe-to-toe with powerhouses like Nvidia and AMD.,positive,1,0.9180006980895996
2025-10-27 14:30:00+00:00,Big Tech earnings: The 3 things Wall Street will be listening for,"Big Tech is on deck for earnings season this week with Magnificent Seven companies Meta Platforms (META), Microsoft (MSFT), and Alphabet (GOOGL, GOOG...","What report do you think is really critical that has to come out here and be the tone setter out of all these names reporting. 
Oh, well I I mean, I think all of them. Um, look, meta on CAPEX spendi… [+4184 chars]",https://finance.yahoo.com/video/big-tech-earnings-3-things-143000573.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Big Tech earnings: The 3 things Wall Street will be listening for. Big Tech is on deck for earnings season this week with Magnificent Seven companies Meta Platforms (META), Microsoft (MSFT), and Alphabet (GOOGL, GOOG...",neutral,0,0.7871748805046082
2025-10-27 14:00:24+00:00,"Qualcomm stock jumps 11% as company enters AI chip race, taking on Nvidia, AMD",Qualcomm is entering into the AI data center business with its new AI200 and AI250 chips and server racks.,Qualcomm (QCOM) shares soared more than 20% Monday before closing the day out up 11% after the company announced it is entering the data center market its new AI200 and AI250 chips and rack-scale ser… [+3587 chars],https://finance.yahoo.com/news/qualcomm-stock-jumps-11-as-company-enters-ai-chip-race-taking-on-nvidia-amd-140024484.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Qualcomm stock jumps 11% as company enters AI chip race, taking on Nvidia, AMD. Qualcomm is entering into the AI data center business with its new AI200 and AI250 chips and server racks.",positive,1,0.7219339609146118
2025-10-27 10:00:00+00:00,The Argument for Letting AI Burn It All Down,"When the AI bubble bursts, the nerds will do their best work.","Suddenly, and not long ago, our dearest tech industry leaders began to suggest caution. Sam Altman said that AI is in a bubble for sure, albeit one formed around a kernel of truth. Mark Zuckerberg sa… [+3018 chars]",https://www.wired.com/story/ai-normal-after-ai-plateaus/,"{'id': 'wired', 'name': 'Wired'}","The Argument for Letting AI Burn It All Down. When the AI bubble bursts, the nerds will do their best work.",neutral,0,0.9140554070472717
2025-10-27 10:00:00+00:00,AI Is the Bubble to Burst Them All,I talked to the scholars who literally wrote the book on tech bubbles—and applied their test.,"In the nearly three years since AI took center stage in Silicon Valley, the major players, with the exception of Nvidia, whose chips would likely still be in use post-bust, still havent demonstrated … [+3675 chars]",https://www.wired.com/story/ai-bubble-will-burst/,"{'id': 'wired', 'name': 'Wired'}",AI Is the Bubble to Burst Them All. I talked to the scholars who literally wrote the book on tech bubbles—and applied their test.,neutral,0,0.9151285290718079
2025-10-26 10:45:01+00:00,The AI boom is keeping employees well paid. It's also not letting them go anywhere.,"The golden handcuff trend is sweeping through Big Tech, particularly at AI chip companies.","Rick Wilking/Reuters
<ul><li>This post originally appeared in the BI Today newsletter.</li><li>You can sign up for Business Insider's daily newsletter here.</li></ul>Welcome back to our Sunday editi… [+7227 chars]",https://www.businessinsider.com/ai-boom-employee-pay-restricting-golden-handcuffs-big-tech-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","The AI boom is keeping employees well paid. It's also not letting them go anywhere.. The golden handcuff trend is sweeping through Big Tech, particularly at AI chip companies.",neutral,0,0.7281421422958374
2025-10-26 09:10:01+00:00,"Chipmakers Nvidia, AMD, and Broadcom are slapping 'golden handcuffs' on workers to meet demand for the AI boom","Nvidia and Broadcom employees say their pay structure makes leaving a ""big cost."" Silicon Valley has used the ""golden handcuffs"" tactic for years.","Getty Images; Rebecca Zisser/BI
<ul><li>Chipmakers like Nvidia, Broadcom, and AMD use stock-based pay to retain employees amid the AI boom.</li><li>Stock payouts, which vest over time, incentivize e… [+6288 chars]",https://www.businessinsider.com/nvidia-amd-broadcom-chipmakers-employee-retention-ai-boom-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","Chipmakers Nvidia, AMD, and Broadcom are slapping 'golden handcuffs' on workers to meet demand for the AI boom. Nvidia and Broadcom employees say their pay structure makes leaving a ""big cost."" Silicon Valley has used the ""golden handcuffs"" tactic for years.",negative,-1,0.8222224712371826
2025-10-24 20:54:49+00:00,3 most important things to watch with Big Tech earnings next week,"Big Tech earnings are on deck next week with Magnificent Seven companies Microsoft (MSFT), Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), and Meta...","Well Big tech taking center stage. Microsoft, Alphabet, Meta reporting earnings on Wednesday followed by Apple and Amazon on Thursday. Together, they represent a huge slice of the market, saying the … [+6287 chars]",https://finance.yahoo.com/video/3-most-important-things-watch-205449651.html,"{'id': None, 'name': 'Yahoo Entertainment'}","3 most important things to watch with Big Tech earnings next week. Big Tech earnings are on deck next week with Magnificent Seven companies Microsoft (MSFT), Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), and Meta...",neutral,0,0.8516278862953186
2025-10-24 17:38:00+00:00,"Buy, Sell or Hold GOOGL Stock Before Q3 Earnings? Here's What to Know","Alphabet's AI-driven Search gains, cloud expansion, and easing regulatory pressure set the stage for its Q3 2025 earnings release.","Alphabet GOOGL is set to report third-quarter 2025 results on Oct. 30. 
For third-quarter 2025, the Zacks Consensus Estimate for earnings is pegged at $2.27 per share, down 3 cents over the past 30 … [+6017 chars]",https://finance.yahoo.com/news/buy-sell-hold-googl-stock-173800424.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Buy, Sell or Hold GOOGL Stock Before Q3 Earnings? Here's What to Know. Alphabet's AI-driven Search gains, cloud expansion, and easing regulatory pressure set the stage for its Q3 2025 earnings release.",neutral,0,0.6325325965881348
2025-10-24 14:31:01+00:00,Big Tech's 'golden handcuffs' have become 'silicon handcuffs',"Engineers at AMD, Broadcom, and Nvidia are being locked in by 'silicon handcuffs' due to soaring stock, echoing past Big Tech equity pay strategies.","An x-ray of a person with handcuffs onScience Photo Library/Reuters
<ul><li>A version of this story originally appeared in the BI Tech Memo newsletter.</li><li>Sign up for the weekly BI Tech Memo ne… [+1544 chars]",https://www.businessinsider.com/big-tech-golden-handcuffs-become-silicon-rsus-nvidia-amd-broadcom-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}","Big Tech's 'golden handcuffs' have become 'silicon handcuffs'. Engineers at AMD, Broadcom, and Nvidia are being locked in by 'silicon handcuffs' due to soaring stock, echoing past Big Tech equity pay strategies.",negative,-1,0.8150531053543091
2025-10-24 05:09:58+00:00,Supermicro warns it will miss revenue forecast by a lazy billion bucks or more,"Mystery customer wants an upgrade that will take some time
Supermicro has revised its revenue forecast downwards by a couple of billion dollars, but insisted it’s nothing to worry about.…","Supermicro has revised its revenue forecast downwards by a couple of billion dollars, but insisted its nothing to worry about.
The company on Thursday issued an update on its business ahead of the Q… [+2076 chars]",https://www.theregister.com/2025/10/24/supermicro_revenue_warning/,"{'id': None, 'name': 'Theregister.com'}","Supermicro warns it will miss revenue forecast by a lazy billion bucks or more. Mystery customer wants an upgrade that will take some time
Supermicro has revised its revenue forecast downwards by a couple of billion dollars, but insisted it’s nothing to worry about.…",negative,-1,0.9639744758605957
2025-10-23 23:18:48+00:00,"Intel’s tick-tock isn’t coming back, and everything else I just learned","With Windows 10 on its last legs, Intel is looking forward to the PC industry growing more than it has in years - the most since 2021, when the covid-19 pandemic revived the industry by creating a huge surge in demand. But it seems the struggling Intel, which…","<ul><li></li><li></li><li></li></ul>
Intels Q3 earnings call had some intriguing insight.
Intels Q3 earnings call had some intriguing insight.
by
Sean HollisterClose
Sean Hollister
Posts from t… [+4319 chars]",https://www.theverge.com/tech/805652/intel-q3-2025-earnings-18a-panther-lake-ai-gpus-annual,"{'id': 'the-verge', 'name': 'The Verge'}","Intel’s tick-tock isn’t coming back, and everything else I just learned. With Windows 10 on its last legs, Intel is looking forward to the PC industry growing more than it has in years - the most since 2021, when the covid-19 pandemic revived the industry by creating a huge surge in demand. But it seems the struggling Intel, which…",positive,1,0.8882296681404114
2025-10-23 12:23:36+00:00,Nvidia Stock Paid Out $80 Billion,"The payouts are only likely to pick up, as Nvidia retains the pole position in the AI silicon race","Over the past decade, NVIDIA (NASDAQ: NVDA)
 stock has returned an impressive $83 Bil to its investors in the form of cash through dividends and buybacks. The payouts are only likely to pick up, as … [+4510 chars]",https://www.forbes.com/sites/greatspeculations/2025/10/23/nvidia-stock-paid-out-80-billion/,"{'id': None, 'name': 'Forbes'}","Nvidia Stock Paid Out $80 Billion. The payouts are only likely to pick up, as Nvidia retains the pole position in the AI silicon race",positive,1,0.9350878000259399
2025-10-23 12:00:01+00:00,Nvidia backs $6 billion battery recycling giant in bid to power the AI boom,Redwood Materials raises $350 million from investors including Eclipse Ventures and Nvidia. The money will help fund a new energy storage business.,"Redwood Materials' campus in Nevada, with its new energy storage system on the left, a solar array in the center, and a Google data center on the far right.Redwood Materials
<ul><li>Redwood Material… [+4005 chars]",https://www.businessinsider.com/nvidia-backs-redwood-materials-battery-recycling-power-ai-boom-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",Nvidia backs $6 billion battery recycling giant in bid to power the AI boom. Redwood Materials raises $350 million from investors including Eclipse Ventures and Nvidia. The money will help fund a new energy storage business.,positive,1,0.5088880062103271
2025-10-22 13:00:02+00:00,Can Nvidia Stock Hit $300 in 2025?,Will Nvidia’s unstoppable AI momentum drive the stock past $300 by the end of 2025?,"When it comes to artificial intelligence (AI), one name that towers above the rest is Nvidia (NVDA). The chipmaking powerhouse has become the heartbeat of the AI revolution, fueling everything from m… [+6974 chars]",https://www.barchart.com/story/news/35608693/can-nvidia-stock-hit-300-in-2025,"{'id': None, 'name': 'Barchart.com'}",Can Nvidia Stock Hit $300 in 2025?. Will Nvidia’s unstoppable AI momentum drive the stock past $300 by the end of 2025?,neutral,0,0.7725532650947571
2025-10-22 09:17:19+00:00,NVIDIA Corporation (NVDA) And Taiwan Semiconductor Manufacturing (TSM) Produces the First Blackwell Wafer in US,"​NVIDIA Corporation (NASDAQ:NVDA) is one of the Best Revenue Growth Stocks to Invest In. On October 17, NVIDIA Corporation (NASDAQ:NVDA) announced reaching a...","NVIDIA Corporation (NASDAQ:NVDA) is one of the Best Revenue Growth Stocks to Invest In. On October 17, NVIDIA Corporation (NASDAQ:NVDA) announced reaching a major milestone with Taiwan Semiconductor … [+1380 chars]",https://finance.yahoo.com/news/nvidia-corporation-nvda-taiwan-semiconductor-091719296.html,"{'id': None, 'name': 'Yahoo Entertainment'}","NVIDIA Corporation (NVDA) And Taiwan Semiconductor Manufacturing (TSM) Produces the First Blackwell Wafer in US. ​NVIDIA Corporation (NASDAQ:NVDA) is one of the Best Revenue Growth Stocks to Invest In. On October 17, NVIDIA Corporation (NASDAQ:NVDA) announced reaching a...",positive,1,0.7830049395561218
2025-10-21 15:43:43+00:00,"Dear Intel Stock Fans, Mark Your Calendars for October 23","The upcoming earnings could bring a positive surprise, but everyone has their eyes on the company's product roadmap.","Intel (INTC) is expected to announce its Q3 earnings report later this week, and unlike the last few times, there is visibly more optimism among investors. It is not difficult to figure out why. The … [+5348 chars]",https://www.barchart.com/story/news/35588511/dear-intel-stock-fans-mark-your-calendars-for-october-23,"{'id': None, 'name': 'Barchart.com'}","Dear Intel Stock Fans, Mark Your Calendars for October 23. The upcoming earnings could bring a positive surprise, but everyone has their eyes on the company's product roadmap.",neutral,0,0.8093846440315247
2025-10-21 10:00:00+00:00,Alibaba Cloud Says It Cut Nvidia AI GPU Use By 82% With New Pooling System,"Alibaba Cloud claims its new Aegaeon GPU pooling system cuts Nvidia GPU use by 82%, letting 213 H20 accelerators handle workloads that previously required 1,192. The advancements have been detailed in a paper (PDF) at the 2025 ACM Symposium on Operating Syste…","Unlike training-time breakthroughs that chase model quality or speed, Aegaeon is an inference-time scheduler designed to maximize GPU utilization across many models with bursty or unpredictable deman… [+1010 chars]",https://hardware.slashdot.org/story/25/10/21/005243/alibaba-cloud-says-it-cut-nvidia-ai-gpu-use-by-82-with-new-pooling-system,"{'id': None, 'name': 'Slashdot.org'}","Alibaba Cloud Says It Cut Nvidia AI GPU Use By 82% With New Pooling System. Alibaba Cloud claims its new Aegaeon GPU pooling system cuts Nvidia GPU use by 82%, letting 213 H20 accelerators handle workloads that previously required 1,192. The advancements have been detailed in a paper (PDF) at the 2025 ACM Symposium on Operating Syste…",neutral,0,0.4800705015659332
2025-10-20 17:24:49+00:00,Getting DeepSeek-OCR working on an Nvidia Spark via brute force with Claude Code,"DeepSeek released a new model yesterday: DeepSeek-OCR, a 6.6GB model fine-tuned specifically for OCR. They released it as model weights that run using PyTorch and CUDA. I got it running …","20th October 2025
DeepSeek released a new model yesterday: DeepSeek-OCR, a 6.6GB model fine-tuned specifically for OCR. They released it as model weights that run using PyTorch and CUDA. I got it ru… [+12038 chars]",https://simonwillison.net/2025/Oct/20/deepseek-ocr-claude-code/,"{'id': None, 'name': 'Simonwillison.net'}","Getting DeepSeek-OCR working on an Nvidia Spark via brute force with Claude Code. DeepSeek released a new model yesterday: DeepSeek-OCR, a 6.6GB model fine-tuned specifically for OCR. They released it as model weights that run using PyTorch and CUDA. I got it running …",neutral,0,0.8969038128852844
2025-10-17 21:44:09+00:00,A $5 billion deal key to CoreWeave's AI empire just lost another investor's support,CoreWeave's deal to acquire a data center partner is in jeopardy after shareholders oppose the transaction.,"Michael Intrator, CoreWeave's CEOTom Williams/CQ-Roll Call, Inc via Getty Images
<ul><li>CoreWeave's rapid growth has thrust it into the center of a growing debate about an AI bubble.</li><li>In Jul… [+7588 chars]",https://www.businessinsider.com/core-scientific-shareholder-oppose-coreweave-takeover-bid-2025-10,"{'id': 'business-insider', 'name': 'Business Insider'}",A $5 billion deal key to CoreWeave's AI empire just lost another investor's support. CoreWeave's deal to acquire a data center partner is in jeopardy after shareholders oppose the transaction.,negative,-1,0.9437938928604126
2025-10-16 18:03:00+00:00,Cisco Trades Near 52-Week High: Is the CSCO Stock Still a Buy?,"CSCO's AI surge, NVIDIA partnership, and expanding security portfolio fuel optimism for sustained growth despite networking headwinds.","Cisco Systems CSCO shares closed at $69.52 on Wednesday, trading very close to the 52-week high of $72.55 it hit on Aug. 11. Ciscos aggressive AI push and growing security dominance are driving prosp… [+5173 chars]",https://finance.yahoo.com/news/cisco-trades-near-52-week-180300346.html,"{'id': None, 'name': 'Yahoo Entertainment'}","Cisco Trades Near 52-Week High: Is the CSCO Stock Still a Buy?. CSCO's AI surge, NVIDIA partnership, and expanding security portfolio fuel optimism for sustained growth despite networking headwinds.",positive,1,0.9515718221664429
